P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-1165.02,,1165.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.68,,0.93,0.85,0.79,0.86,        522.1680,        522.1680,        522.1680,1217.9,1217.9,1217.9,1249.5,1249.5,1249.5,0.6,-23.84,1.77,4.29,0.0487,0.00,0.05,85.9,0.0,KOI-1165,,,Cyg,G,0.84,1.11,5775.0,1.238421,0.000,,13.9,664.32,19.4042,47.4848,-33.6,12.2134,2,0,0.835,1.968,-2.39,-0.18,-1.25,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2011
KOI-1166.01,,1166.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,19.53,,2.33,1.54,3.60,2.90,        199.1618,        199.1618,        199.1619,957.1,957.1,957.1,1005.7,1005.7,1005.7,30.2,-24.79,4.43,7.67,0.0781,0.00,0.08,90.0,0.0,KOI-1166,,,Cyg,F,1.08,1.00,6063.0,1.214810,0.000,,15.4,1322.94,19.7421,47.4388,-32.5,6.8344,1,0,0.813,1.902,-2.35,-0.12,0.08,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2011
KOI-1168.01,,1168.01,Warm,Neptunian,gas,metals-rich,non-habitable,,11.53,,3.87,0.20,0.77,1.73,       0.8166290,       0.8166291,       0.8166292,242.2,242.2,242.2,,,,2.3,-19.91,7.36,856.67,1.8045,0.00,1.80,90.0,0.0,KOI-1168,,,Lyr,F,1.07,1.31,6449.0,2.659124,0.000,,14.0,1010.26,19.1725,47.6000,-26.5,0.3866,1,1,1.175,2.730,-0.19,2.89,0.41,0.26,,0.00,0.00,0.58,0,0,0,0,transit,2011
KOI-1169.01,,1169.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.05,,1.29,0.96,1.23,1.26,        3266.490,        3266.490,        3266.491,1926.0,1926.0,1926.0,1962.9,1962.9,1962.9,2.0,-26.56,2.45,0.69,0.0155,0.00,0.02,88.8,0.0,KOI-1169,,,Lyr,G,1.04,0.92,5676.0,0.784774,0.000,,13.2,389.36,18.7701,47.4700,-35.6,31.9757,1,0,0.669,1.580,-2.43,-0.16,-1.17,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2011
KOI-1170.01,,1170.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.41,,1.90,1.23,2.33,2.10,        116.8066,        116.8066,        116.8066,837.6,837.6,837.6,881.5,881.5,881.5,10.3,-23.77,3.61,7.34,0.0698,0.00,0.07,90.0,0.0,KOI-1170,,,Cyg,G,0.84,0.77,5734.0,0.569086,0.000,,14.7,632.44,19.7488,47.6790,-31.9,5.8509,1,0,0.568,1.339,-2.29,-0.14,-0.32,0.30,0.00,0.00,0.00,0.27,0,0,0,0,transit,2011
KOI-1174.01,,1174.01,Cold,Neptunian,gas,hydrogen-rich,non-habitable,,5.21,,2.99,0.20,0.58,1.32,    9.580686e-05,    9.580687e-05,    9.580688e-05,25.2,25.2,25.2,,,,1.0,-9.47,5.68,129995.78,44.9892,0.00,44.99,90.0,0.0,KOI-1174,,,Cyg,K,0.72,0.73,4500.0,0.193916,0.000,,13.4,212.03,19.7881,47.3540,-16.6,0.0086,1,0,0.352,0.870,171.38,2.54,3.36,0.01,,0.00,0.00,0.21,0,0,0,0,transit,2011
KOI-1175.01,,1175.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.46,,2.24,1.46,3.28,2.71,        71.52962,        71.52963,        71.52965,740.9,740.9,740.9,788.5,788.5,788.5,24.1,-23.59,4.26,31.59,0.1997,0.00,0.20,88.8,0.0,KOI-1175,,,Cyg,G,1.06,1.79,5611.0,2.852608,0.000,,13.3,756.76,19.7280,47.4486,-31.4,4.7808,2,0,1.280,3.030,-2.23,-0.12,0.20,0.31,0.00,0.00,0.00,0.26,0,0,0,0,transit,2011
KOI-1175.02,,1175.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,11.16,,2.04,1.31,2.68,2.34,        161.5073,        161.5073,        161.5073,908.2,908.2,908.2,953.7,953.7,953.7,14.7,-24.28,3.88,17.16,0.1329,0.00,0.13,84.8,0.0,KOI-1175,,,Cyg,G,1.06,1.79,5611.0,2.852608,0.000,,13.3,756.76,19.7280,47.4486,-32.3,7.1864,2,0,1.280,3.030,-2.31,-0.13,-0.23,0.30,0.00,0.00,0.00,0.26,0,0,0,0,transit,2011
KOI-1176.01,,1176.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,182.00,,9.14,0.24,2.18,4.46,        75.91125,        75.91127,        75.91128,752.0,752.0,752.0,,,,43.4,-26.72,17.44,1.97,0.0249,0.00,0.02,88.2,0.0,KOI-1176,,,Lyr,K,0.53,0.50,3806.0,0.047066,0.000,,15.7,295.38,19.4712,38.8423,-31.5,10.7167,1,0,0.177,0.451,-2.10,5.71,1.42,0.14,,0.00,0.00,0.11,0,0,0,0,transit,2011
KOI-1191.01,,1191.01,Hot,Neptunian,gas,metals-rich,non-habitable,,10.48,,3.75,0.20,0.75,1.67,        168.1567,        168.1567,        168.1568,917.4,917.4,917.4,,,,2.1,-25.65,7.13,8.17,0.0818,0.00,0.08,83.7,0.0,KOI-1191,,,Cyg,G,1.09,0.99,5993.0,1.125177,0.000,,15.2,1161.68,19.5916,38.9225,-32.3,6.4270,1,0,0.786,1.841,-2.33,2.83,-0.66,0.21,,0.00,0.00,0.19,0,0,0,0,transit,2011
KOI-1192.01,,1192.01,Cold,Jovian,,,non-habitable,,,,57.82,,,,       0.1948697,       0.1948698,       0.1948698,169.3,169.3,169.3,,,,,-24.24,147.02,1295.36,2.2372,0.00,2.24,89.4,0.0,KOI-1192,,,Lyr,G,0.89,1.05,5609.0,0.975336,0.000,,14.2,676.13,19.4021,38.7039,-24.9,0.2496,1,0,0.749,1.772,1.91,,,,0.00,0.00,0.00,0.17,0,0,0,0,transit,2011
KOI-1193.01,,1193.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,215.21,,9.50,0.25,2.38,4.76,        4.270471,        4.270472,        4.270473,366.2,366.2,366.2,,,,54.0,-23.67,18.13,119.06,0.4328,0.00,0.43,90.0,0.0,KOI-1193,,,Lyr,G,0.76,0.92,5697.0,0.799927,0.000,,15.3,1001.74,19.1925,39.0787,-28.3,1.1328,1,0,0.674,1.593,-1.53,5.93,3.08,0.13,,0.00,0.00,0.28,0,0,0,0,transit,2011
KOI-1194.01,Kepler-415 c,1194.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.42,,2.62,0.19,0.50,1.14,        29.37306,        29.37307,        29.37307,593.1,593.1,593.1,,,,0.7,-22.96,4.98,8.71,0.0727,0.00,0.07,90.0,0.0,KOI-1194,,,Cyg,K,0.68,0.64,4523.0,0.155245,0.000,,15.8,568.60,19.5870,38.6391,-30.4,4.7147,3,0,0.315,0.777,-2.05,2.43,-0.82,0.23,,0.00,0.00,0.27,0,0,0,1,transit,2011
KOI-1194.02,,1194.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,11.61,,2.06,1.33,2.73,2.37,        14.40865,        14.40865,        14.40866,496.4,496.4,496.4,542.1,542.1,542.1,15.4,-21.66,3.92,14.86,0.1038,0.00,0.10,89.4,0.0,KOI-1194,,,Cyg,K,0.68,0.64,4523.0,0.155245,0.000,,15.8,568.60,19.5870,38.6391,-29.6,3.3017,3,0,0.315,0.777,-1.91,-0.13,0.33,0.34,0.00,0.00,0.00,0.34,0,0,0,0,transit,2011
KOI-1194.03,Kepler-415 b,1194.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.51,,1.61,1.08,1.74,1.67,        78.04559,        78.04560,        78.04560,757.2,757.2,757.2,798.0,798.0,798.0,4.9,-22.97,3.06,4.18,0.0446,0.00,0.04,88.2,0.0,KOI-1194,,,Cyg,K,0.68,0.64,4523.0,0.155245,0.000,,15.8,568.60,19.5870,38.6391,-31.5,7.6888,3,0,0.315,0.777,-2.17,-0.15,-0.55,0.31,0.00,0.00,0.00,0.29,0,0,0,1,transit,2011
KOI-1196.02,Kepler-274 b,1196.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.83,,1.80,1.17,2.11,1.95,        119.2508,        119.2508,        119.2508,841.9,841.9,841.9,884.8,884.8,884.8,8.0,-23.67,3.42,11.63,0.1002,0.00,0.10,88.8,0.0,KOI-1196,,,Cyg,F,0.99,1.01,6020.0,1.197283,0.000,,15.0,1090.86,19.5282,38.4773,-31.9,5.3630,2,0,0.809,1.895,-2.31,-0.14,-0.43,0.30,0.00,0.00,0.00,0.28,0,0,0,1,transit,2011
KOI-1196.03,Kepler-274 c,1196.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.32,,1.95,1.26,2.45,2.19,        29.48809,        29.48810,        29.48810,593.7,593.7,593.7,638.2,638.2,638.2,11.7,-22.32,3.71,33.20,0.2015,0.00,0.20,90.0,0.0,KOI-1196,,,Cyg,F,0.99,1.01,6020.0,1.197283,0.000,,15.0,1090.86,19.5282,38.4773,-30.4,2.6661,2,0,0.809,1.895,-2.12,-0.14,0.00,0.32,0.00,0.00,0.00,0.30,0,0,0,1,transit,2011
KOI-1198.01,Kepler-275 c,1198.01,Hot,Neptunian,gas,metals-rich,non-habitable,,7.22,,3.32,0.20,0.66,1.48,        142.4689,        142.4689,        142.4690,880.2,880.2,880.2,,,,1.4,-25.20,6.31,16.09,0.1375,0.00,0.14,89.4,0.0,KOI-1198,,,Cyg,F,1.34,1.28,6535.0,2.693553,0.000,,15.3,1863.64,19.4986,38.5149,-32.1,4.9742,4,0,1.177,2.730,-2.34,2.66,-0.77,0.22,,0.00,0.00,0.21,0,0,0,1,transit,2011
KOI-1198.02,Kepler-275 b,1198.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.77,,2.25,1.47,3.31,2.73,        257.8836,        257.8837,        257.8837,1020.9,1020.9,1020.9,1068.7,1068.7,1068.7,24.7,-25.00,4.28,10.30,0.1022,0.00,0.10,88.2,0.0,KOI-1198,,,Cyg,F,1.34,1.28,6535.0,2.693553,0.000,,15.3,1863.64,19.4986,38.5149,-32.8,6.6939,4,0,1.177,2.730,-2.38,-0.12,-0.08,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2011
KOI-1198.03,Kepler-275 d,1198.03,Hot,Neptunian,gas,metals-rich,non-habitable,,5.72,,3.08,0.20,0.60,1.36,        49.27613,        49.27613,        49.27614,675.0,675.0,675.0,,,,1.1,-23.88,5.86,35.68,0.2338,0.00,0.23,88.8,0.0,KOI-1198,,,Cyg,F,1.34,1.28,6535.0,2.693553,0.000,,15.3,1863.64,19.4986,38.5149,-31.0,2.9247,4,0,1.177,2.730,-2.21,2.57,-0.72,0.22,,0.00,0.00,0.23,0,0,0,1,transit,2011
KOI-1198.04,,1198.04,,,,,non-habitable,,,,,,,,             ,             ,             ,,,,,,,,,,1.01,,-2147483648.00,,,0.0,KOI-1198,,,Cyg,,,,,,0.000,,15.3,,19.4986,38.5149,,,4,0,,,,,,,0.00,0.00,0.00,,0,0,0,0,transit,2011
KOI-1199.01,,1199.01,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,21.88,,2.39,1.60,3.83,3.03,        3.661868,        3.661869,        3.661869,352.4,352.4,352.4,401.7,401.7,401.7,35.1,-20.49,4.54,53.53,0.2554,0.00,0.26,90.0,0.0,KOI-1199,,,Cyg,K,0.77,0.72,4744.0,0.238861,0.000,,14.9,455.29,19.5829,38.9393,-28.1,1.5128,1,0,0.387,0.946,-1.47,-0.12,1.39,0.33,0.00,0.00,0.00,0.50,0,0,0,0,transit,2011
KOI-1201.01,,1201.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.47,,1.17,0.92,1.07,1.12,        39.78362,        39.78362,        39.78363,639.8,639.8,639.8,675.1,675.1,675.1,1.3,-21.53,2.22,2.76,0.0301,0.00,0.03,89.4,0.0,KOI-1201,,,Cyg,K,0.48,0.46,3712.0,0.036044,0.000,,15.6,244.88,19.5051,39.1209,-30.7,8.1511,1,0,0.155,0.398,-2.03,-0.17,-0.87,0.31,0.00,0.00,0.00,0.33,0,0,0,0,transit,2011
KOI-1202.01,,1202.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.24,,1.47,1.02,1.50,1.49,        923.2363,        923.2365,        923.2365,1404.3,1404.3,1404.3,1443.5,1443.5,1443.5,3.3,-25.46,2.79,0.93,0.0170,0.00,0.02,86.5,0.0,KOI-1202,,,Lyr,K,0.76,0.72,4894.0,0.266815,0.000,,15.9,749.54,19.4462,38.5729,-34.2,22.7191,1,0,0.407,0.987,-2.34,-0.16,-0.96,0.28,0.00,0.00,0.00,0.28,0,0,0,0,transit,2011
KOI-1203.01,Kepler-276 c,1203.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.14,,3.15,0.20,0.62,1.40,        31.71216,        31.71217,        31.71217,604.6,604.6,604.6,,,,1.2,-23.45,5.99,31.88,0.2032,0.00,0.20,89.4,0.0,KOI-1203,,,Cyg,F,1.10,1.03,6102.0,1.309403,0.000,,15.4,1328.89,19.5712,39.0363,-30.5,2.6911,3,0,0.842,1.968,-2.13,2.59,-0.63,0.23,,0.00,0.00,0.24,0,0,0,1,transit,2011
KOI-1203.02,Kepler-276 b,1203.02,Hot,Neptunian,gas,metals-rich,non-habitable,,3.50,,2.64,0.19,0.50,1.15,        93.88008,        93.88010,        93.88011,793.0,793.0,793.0,,,,0.7,-24.25,5.02,14.13,0.1181,0.00,0.12,89.4,0.0,KOI-1203,,,Cyg,F,1.10,1.03,6102.0,1.309403,0.000,,15.4,1328.89,19.5712,39.0363,-31.7,4.6310,3,0,0.842,1.968,-2.29,2.43,-0.94,0.22,,0.00,0.00,0.24,0,0,0,1,transit,2011
KOI-1203.03,Kepler-276 d,1203.03,Hot,Neptunian,gas,metals-rich,non-habitable,,3.25,,2.58,0.19,0.49,1.12,        18.04173,        18.04173,        18.04173,525.1,525.1,525.1,,,,0.6,-22.40,4.90,48.65,0.2694,0.00,0.27,90.0,0.0,KOI-1203,,,Cyg,F,1.10,1.03,6102.0,1.309403,0.000,,15.4,1328.89,19.5712,39.0363,-29.9,2.0297,3,0,0.842,1.968,-2.02,2.42,-0.78,0.24,,0.00,0.00,0.29,0,0,0,1,transit,2011
KOI-1204.01,,1204.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.11,,2.16,1.40,3.02,2.56,        216.6183,        216.6184,        216.6184,977.4,977.4,977.4,1024.2,1024.2,1024.2,19.8,-24.72,4.11,8.40,0.0832,0.00,0.08,84.2,0.0,KOI-1204,,,Lyr,F,1.09,1.03,6297.0,1.499484,0.000,,15.3,1372.77,19.3334,38.5399,-32.6,6.6075,1,0,0.890,2.074,-2.36,-0.13,-0.15,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2011
KOI-1205.01,,1205.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.55,,2.10,1.36,2.85,2.44,        182.5503,        182.5504,        182.5504,936.5,936.5,936.5,982.6,982.6,982.6,17.0,-24.47,3.99,8.64,0.0836,0.00,0.08,89.4,0.0,KOI-1205,,,Cyg,F,1.04,0.99,6178.0,1.275837,0.000,,14.5,884.04,19.7317,38.9466,-32.4,6.3013,1,0,0.827,1.931,-2.35,-0.13,-0.18,0.30,0.00,0.00,0.00,0.26,0,0,0,0,transit,2011
KOI-1206.01,,1206.01,Warm,Neptunian,gas,hydrogen-rich,non-habitable,,40.69,,5.89,0.20,1.17,2.63,        1.731265,        1.731265,        1.731266,292.2,292.2,292.2,,,,8.1,-21.64,11.21,422.92,1.1043,0.00,1.10,89.4,0.0,KOI-1206,,,Cyg,G,1.00,1.44,5796.0,2.111241,0.000,,13.6,765.02,19.5970,38.9000,-27.3,0.6969,1,1,1.089,2.565,-0.98,3.88,1.24,0.19,,0.00,0.00,0.46,0,0,0,0,transit,2011
KOI-1207.01,,1207.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,13.57,,2.14,1.38,2.96,2.52,        38.20834,        38.20835,        38.20835,633.4,633.4,633.4,680.0,680.0,680.0,18.8,-22.81,4.07,13.73,0.1010,0.00,0.10,90.0,0.0,KOI-1207,,,Lyr,G,0.73,0.77,5196.0,0.389763,0.000,,15.2,667.31,19.1278,38.8722,-30.7,4.0742,1,0,0.484,1.162,-2.13,-0.13,0.20,0.32,0.00,0.00,0.00,0.28,0,0,0,0,transit,2011
KOI-1208.01,,1208.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,53.33,,6.43,0.20,1.29,2.88,       0.7646952,       0.7646952,       0.7646953,238.2,238.2,238.2,,,,10.7,-20.94,12.24,700.00,1.6115,0.00,1.61,90.0,0.0,KOI-1208,,,Cyg,F,1.14,1.12,6487.0,1.985862,0.000,,13.6,725.81,19.5746,39.0226,-26.4,0.3697,1,1,1.013,2.352,-0.11,4.17,1.88,0.18,,0.00,0.00,0.47,0,0,0,0,transit,2011
KOI-1209.01,,1209.01,Warm,Neptunian,gas,hydrogen-rich,non-habitable,,41.97,,5.95,0.20,1.19,2.66,       0.9341303,       0.9341305,       0.9341306,250.5,250.5,250.5,,,,8.4,-20.99,11.33,272.09,0.7652,0.00,0.77,90.0,0.0,KOI-1209,,,Lyr,G,0.81,0.79,5587.0,0.546962,0.000,,15.2,782.93,19.2210,38.6933,-26.7,0.5509,1,1,0.561,1.330,-0.47,3.91,1.51,0.19,,0.00,0.00,0.50,0,0,0,0,transit,2011
KOI-1210.01,,1210.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,22.72,,2.41,1.62,3.91,3.07,        123.5058,        123.5058,        123.5058,849.3,849.3,849.3,898.8,898.8,898.8,36.9,-24.35,4.58,14.55,0.1248,0.00,0.12,84.2,0.0,KOI-1210,,,Cyg,F,1.22,1.14,6362.0,1.923608,0.000,,14.4,1022.72,19.5731,39.0295,-32.0,4.8865,1,0,1.005,2.337,-2.32,-0.12,0.31,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2011
KOI-1212.01,,1212.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.14,,1.75,1.15,2.01,1.87,        112.9793,        112.9793,        112.9794,830.6,830.6,830.6,873.0,873.0,873.0,7.0,-23.55,3.33,11.30,0.0991,0.00,0.10,89.4,0.0,KOI-1212,,,Lyr,G,1.01,0.99,5948.0,1.109549,0.000,,15.0,1024.46,19.4671,38.8207,-31.9,5.3472,1,0,0.782,1.835,-2.30,-0.14,-0.47,0.30,0.00,0.00,0.00,0.28,0,0,0,0,transit,2011
KOI-1214.01,,1214.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.57,,1.51,1.04,1.57,1.54,        454.0764,        454.0765,        454.0765,1176.1,1176.1,1176.1,1215.7,1215.7,1215.7,3.7,-24.75,2.87,4.24,0.0491,0.00,0.05,87.7,0.0,KOI-1214,,,Cyg,G,0.88,1.05,5776.0,1.094692,0.000,,14.6,862.81,19.6811,38.7743,-33.4,11.3825,1,0,0.785,1.850,-2.38,-0.15,-0.86,0.28,0.00,0.00,0.00,0.28,0,0,0,0,transit,2011
KOI-1215.01,Kepler-277 b,1215.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.05,,2.96,0.19,0.58,1.31,        172.2411,        172.2412,        172.2412,923.0,923.0,923.0,,,,1.0,-25.16,5.63,17.32,0.1363,0.00,0.14,85.4,0.0,KOI-1215,,,Lyr,G,1.12,1.69,5941.0,3.199843,0.000,,13.4,850.71,19.1055,39.0772,-32.3,6.6192,2,0,1.329,3.119,-2.33,2.52,-0.90,0.22,,0.00,0.00,0.22,0,0,0,1,transit,2011
KOI-1215.02,Kepler-277 c,1215.02,Hot,Neptunian,gas,metals-rich,non-habitable,,4.19,,2.79,0.19,0.54,1.23,        72.90555,        72.90556,        72.90556,744.4,744.4,744.4,,,,0.8,-24.09,5.30,33.01,0.2095,0.00,0.21,90.0,0.0,KOI-1215,,,Lyr,G,1.12,1.69,5941.0,3.199843,0.000,,13.4,850.71,19.1055,39.0772,-31.4,4.3050,2,0,1.329,3.119,-2.25,2.47,-0.86,0.22,,0.00,0.00,0.24,0,0,0,1,transit,2011
KOI-1216.01,,1216.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.51,,1.61,1.08,1.74,1.67,        144.7416,        144.7417,        144.7417,883.7,883.7,883.7,924.4,924.4,924.4,4.9,-23.64,3.06,11.13,0.0972,0.00,0.10,89.4,0.0,KOI-1216,,,Lyr,G,0.99,1.09,5993.0,1.367496,0.000,,13.5,566.16,19.2089,38.9969,-32.2,5.9624,1,0,0.866,2.030,-2.32,-0.15,-0.64,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2011
KOI-1218.01,,1218.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.27,,1.76,1.15,2.03,1.89,        26.65111,        26.65111,        26.65111,578.9,578.9,578.9,621.3,621.3,621.3,7.2,-21.99,3.35,29.62,0.1808,0.00,0.18,90.0,0.0,KOI-1218,,,Lyr,G,0.90,0.99,5616.0,0.871189,0.000,,13.3,426.14,19.4013,38.5456,-30.3,2.9125,1,0,0.707,1.674,-2.09,-0.14,-0.21,0.32,0.00,0.00,0.00,0.32,0,0,0,0,transit,2011
KOI-1220.01,,1220.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.66,,2.18,1.42,3.09,2.59,        534.8160,        534.8160,        534.8161,1225.2,1225.2,1225.2,1272.1,1272.1,1272.1,20.8,-25.73,4.14,6.40,0.0697,0.00,0.07,90.0,0.0,KOI-1220,,,Lyr,G,1.10,1.88,5353.0,2.598184,0.000,,13.0,628.87,19.1539,39.1447,-33.6,14.3968,1,0,1.240,2.959,-2.36,-0.13,-0.30,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2011
KOI-1221.01,Kepler-278 b,1221.01,Hot,Neptunian,gas,metals-rich,non-habitable,,15.06,,4.23,0.20,0.84,1.89,        112.1386,        112.1386,        112.1386,829.1,829.1,829.1,,,,3.0,-25.47,8.05,30.16,0.2068,0.00,0.21,87.7,0.0,KOI-1221,,,Lyr,K,1.30,2.94,4991.0,4.795747,0.000,,11.6,448.95,19.3405,38.7022,-31.9,7.5689,2,0,1.716,4.150,-2.24,3.05,-0.46,0.21,,0.00,0.00,0.18,0,0,0,1,transit,2011
KOI-1221.02,Kepler-278 c,1221.02,Hot,Neptunian,gas,metals-rich,non-habitable,,7.49,,3.36,0.20,0.66,1.49,        55.55877,        55.55878,        55.55880,695.6,695.6,695.6,,,,1.5,-24.20,6.39,51.08,0.2938,0.00,0.29,89.4,0.0,KOI-1221,,,Lyr,K,1.30,2.94,4991.0,4.795747,0.000,,11.6,448.95,19.3405,38.7022,-31.1,5.3256,2,0,1.716,4.150,-2.17,2.67,-0.63,0.22,,0.00,0.00,0.22,0,0,0,1,transit,2011
KOI-1226.01,,1226.01,Hot,Jovian,,,non-habitable,,,,30.68,,,,        2.141648,        2.141648,        2.141648,308.2,308.2,308.2,,,,,-25.47,61.17,137.76,0.4867,0.00,0.49,89.4,0.0,KOI-1226,,,Cyg,G,0.81,0.87,5228.0,0.507307,0.000,,15.3,810.65,19.7245,42.0627,-27.6,0.9526,1,0,0.552,1.322,-1.17,,,,0.00,0.00,0.00,0.29,0,0,0,0,transit,2011
KOI-1227.01,,1227.01,Hot,Jovian,,,non-habitable,,,,16.94,,,,        615.5108,        615.5109,        615.5110,1269.0,1269.0,1269.0,,,,,-30.35,32.63,2.16,0.0315,0.00,0.03,81.4,0.0,KOI-1227,,,Cyg,G,0.89,0.81,5658.0,0.610741,0.000,,14.0,484.16,19.8471,42.0474,-33.7,13.8216,1,0,0.591,1.396,-2.39,,,,0.00,0.00,0.00,0.06,0,0,0,0,transit,2011
KOI-1230.01,,1230.01,Hot,Jovian,,,non-habitable,,,,56.25,,,,        55.23898,        55.23898,        55.23899,694.6,694.6,694.6,,,,,-30.34,137.76,165.74,0.7158,0.00,0.72,90.0,0.0,KOI-1230,,,Cyg,G,1.78,7.06,5015.0,28.302777,0.000,,12.3,1488.79,19.9299,41.8121,-31.1,5.2595,1,0,4.164,10.062,-2.17,,,,0.00,0.00,0.00,0.04,0,0,0,0,transit,2011
KOI-1232.01,,1232.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,,855.38,,11.50,0.56,6.47,8.62,        1.346804,        1.346804,        1.346805,274.5,274.5,274.5,,,,481.1,-22.83,21.99,119.41,0.4011,0.00,0.40,89.4,0.0,KOI-1232,,,Lyr,G,0.60,0.61,5064.0,0.216676,0.000,,14.4,351.20,18.7828,42.1231,-27.1,0.8052,1,1,0.363,0.877,-0.85,7.86,8.33,0.08,,0.00,0.00,0.40,0,0,1,0,transit,2011
KOI-1236.01,Kepler-279 c,1236.01,Hot,Neptunian,gas,metals-rich,non-habitable,,9.03,,3.57,0.20,0.71,1.59,        44.98926,        44.98927,        44.98927,659.8,659.8,659.8,,,,1.8,-24.10,6.79,35.74,0.2191,0.00,0.22,86.5,0.0,KOI-1236,,,Lyr,F,1.10,1.07,6781.0,2.159701,0.000,,13.7,779.80,19.1594,42.1948,-30.9,2.5955,3,0,1.039,2.404,-2.20,2.76,-0.53,0.22,,0.00,0.00,0.22,0,0,0,1,transit,2011
KOI-1236.02,Kepler-279 b,1236.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,25.45,,2.47,1.69,4.17,3.21,        186.1925,        186.1925,        186.1926,941.1,941.1,941.1,991.2,991.2,991.2,43.0,-24.85,4.70,12.31,0.1077,0.00,0.11,82.5,0.0,KOI-1236,,,Lyr,F,1.10,1.07,6781.0,2.159701,0.000,,13.7,779.80,19.1594,42.1948,-32.4,5.2815,3,0,1.039,2.404,-2.37,-0.11,0.29,0.30,0.00,0.00,0.00,0.24,0,0,0,1,transit,2011
KOI-1236.03,Kepler-279 d,1236.03,Hot,Neptunian,gas,metals-rich,non-habitable,,6.44,,3.20,0.20,0.63,1.42,        25.66245,        25.66245,        25.66246,573.4,573.4,573.4,,,,1.3,-23.25,6.08,54.42,0.2901,0.00,0.29,87.1,0.0,KOI-1236,,,Lyr,F,1.10,1.07,6781.0,2.159701,0.000,,13.7,779.80,19.1594,42.1948,-30.3,1.9602,3,0,1.039,2.404,-2.10,2.61,-0.58,0.23,,0.00,0.00,0.25,0,0,0,1,transit,2011
