P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-2175.02,Kepler-368 c,2175.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.87,,1.42,1.00,1.42,1.42,        4.724779,        4.724779,        4.724779,375.6,375.6,375.6,414.1,414.1,414.1,2.9,-19.63,2.70,72.38,0.3115,0.00,0.31,90.0,0.0,KOI-2175,,,Cyg,G,0.77,0.75,5501.0,0.458456,0.000,,12.8,247.75,19.4587,45.3879,-28.4,1.2780,2,0,0.516,1.227,-1.58,-0.16,-0.31,0.38,0.00,0.00,0.00,0.52,0,0,0,1,transit,2012
KOI-2177.01,,2177.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,11.61,,2.06,1.33,2.73,2.37,        4.499645,        4.499647,        4.499648,371.1,371.1,371.1,416.8,416.8,416.8,15.4,-20.39,3.92,62.89,0.2867,0.00,0.29,90.0,0.0,KOI-2177,,,Dra,G,0.79,0.72,5314.0,0.369857,0.000,,15.5,743.81,19.0912,48.4239,-28.4,1.3365,1,0,0.469,1.120,-1.56,-0.13,0.65,0.37,0.00,0.00,0.00,0.49,0,0,0,0,transit,2012
KOI-2179.01,Kepler-369 c,2179.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.22,,1.32,0.97,1.28,1.30,        3.137936,        3.137936,        3.137936,339.1,339.1,339.1,376.4,376.4,376.4,2.1,-19.03,2.51,14.87,0.0894,0.00,0.09,88.8,0.0,KOI-2179,,,Cyg,K,0.43,0.41,3591.0,0.025080,0.000,,15.7,211.51,19.5783,47.9085,-28.0,2.4442,2,0,0.129,0.334,-1.39,-0.16,-0.37,0.41,0.00,0.00,0.00,0.62,0,0,0,1,transit,2012
KOI-2179.02,Kepler-369 b,2179.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,0.87,,1.00,0.87,0.87,0.93,        30.02779,        30.02779,        30.02780,596.4,596.4,596.4,629.2,629.2,629.2,0.8,-20.89,1.90,2.73,0.0289,0.00,0.03,89.4,0.0,KOI-2179,,,Cyg,K,0.43,0.41,3591.0,0.025080,0.000,,15.7,211.51,19.5783,47.9085,-30.4,7.5659,2,0,0.129,0.334,-1.98,-0.17,-0.99,0.31,0.00,0.00,0.00,0.34,0,0,0,1,transit,2012
KOI-2180.01,,2180.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.75,,1.72,1.13,1.95,1.83,        63.85325,        63.85326,        63.85327,720.2,720.2,720.2,762.2,762.2,762.2,6.5,-22.89,3.27,11.56,0.0959,0.00,0.10,90.0,0.0,KOI-2180,,,Cyg,G,0.88,0.81,5627.0,0.587246,0.000,,14.8,691.02,19.5548,42.8675,-31.3,4.4912,1,0,0.580,1.373,-2.22,-0.15,-0.41,0.31,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2181.01,,2181.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.08,,3.14,0.20,0.62,1.39,        165.0230,        165.0230,        165.0230,913.1,913.1,913.1,,,,1.2,-25.24,5.97,12.29,0.1017,0.00,0.10,89.4,0.0,KOI-2181,,,Cyg,G,0.93,1.67,5109.0,1.706815,0.000,,14.4,979.85,20.0895,44.6722,-32.3,8.7647,1,0,1.018,2.451,-2.28,2.59,-0.84,0.22,,0.00,0.00,0.21,0,0,0,0,transit,2012
KOI-2182.01,,2182.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.34,,2.60,0.19,0.49,1.13,        33.56807,        33.56807,        33.56807,613.2,613.2,613.2,,,,0.6,-23.09,4.94,17.13,0.1243,0.00,0.12,89.4,0.0,KOI-2182,,,Cyg,G,0.87,0.80,5489.0,0.518643,0.000,,15.8,1039.29,19.7045,42.4783,-30.6,3.4218,1,0,0.550,1.306,-2.12,2.42,-0.85,0.23,,0.00,0.00,0.26,0,0,0,0,transit,2012
KOI-2183.01,Kepler-370 c,2183.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.59,,1.91,1.23,2.35,2.12,        41.94337,        41.94339,        41.94339,648.4,648.4,648.4,692.5,692.5,692.5,10.6,-22.66,3.63,19.02,0.1381,0.00,0.14,89.4,0.0,KOI-2183,,,Cyg,G,0.97,0.87,5845.0,0.799928,0.000,,15.2,960.82,19.4781,40.9163,-30.8,3.3732,3,0,0.668,1.572,-2.17,-0.14,-0.12,0.31,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2183.02,Kepler-370 b,2183.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.11,,1.30,0.96,1.25,1.27,        280.5229,        280.5229,        280.5229,1042.6,1042.6,1042.6,1079.7,1079.7,1079.7,2.0,-23.90,2.47,4.58,0.0534,0.00,0.05,90.0,0.0,KOI-2183,,,Cyg,G,0.97,0.87,5845.0,0.799928,0.000,,15.2,960.82,19.4781,40.9163,-32.9,8.7307,3,0,0.668,1.572,-2.36,-0.16,-0.97,0.28,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2183.03,,2183.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.43,,1.84,1.19,2.20,2.01,        2.664699,        2.664699,        2.664700,325.5,325.5,325.5,368.8,368.8,368.8,8.9,-19.57,3.50,150.38,0.5479,0.00,0.55,90.0,0.0,KOI-2183,,,Cyg,G,0.97,0.87,5845.0,0.799928,0.000,,15.2,960.82,19.4781,40.9163,-27.8,0.8501,3,0,0.668,1.572,-1.27,-0.14,0.42,0.43,0.00,0.00,0.00,0.62,0,0,0,0,transit,2012
KOI-2184.02,,2184.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.24,,1.89,1.22,2.31,2.09,        1.637918,        1.637918,        1.637919,288.2,288.2,288.2,332.1,332.1,332.1,10.1,-19.10,3.59,95.91,0.3659,0.00,0.37,90.0,0.0,KOI-2184,,,Cyg,K,0.71,0.65,4893.0,0.219289,0.000,,15.5,578.80,19.3450,52.2203,-27.3,0.9511,1,0,0.369,0.895,-1.01,-0.14,0.65,0.45,0.00,0.00,0.00,0.72,0,0,0,0,transit,2012
KOI-2185.01,,2185.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.10,,1.99,1.28,2.55,2.25,        9.831126,        9.831128,        9.831129,451.1,451.1,451.1,496.1,496.1,496.1,12.9,-21.17,3.78,76.96,0.3436,0.00,0.34,89.4,0.0,KOI-2185,,,Lyr,G,0.91,1.04,5878.0,1.160672,0.000,,14.4,785.74,19.0669,44.7566,-29.2,1.6146,1,0,0.804,1.888,-1.85,-0.13,0.32,0.35,0.00,0.00,0.00,0.38,0,0,0,0,transit,2012
KOI-2186.01,,2186.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.57,,3.22,0.20,0.63,1.43,        35.04016,        35.04017,        35.04018,619.8,619.8,619.8,,,,1.3,-23.60,6.12,14.98,0.1106,0.00,0.11,89.4,0.0,KOI-2186,,,Lyr,G,0.80,0.85,5062.0,0.428624,0.000,,15.5,826.07,19.0606,38.2127,-30.6,4.1110,1,0,0.511,1.233,-2.11,2.62,-0.62,0.23,,0.00,0.00,0.24,0,0,0,0,transit,2012
KOI-2188.02,,2188.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.53,,0.86,0.83,0.72,0.78,        221.2350,        221.2351,        221.2351,982.6,982.6,982.6,1013.0,1013.0,1013.0,0.4,-22.73,1.63,6.74,0.0693,0.00,0.07,89.4,0.0,KOI-2188,,,Dra,F,0.97,0.92,6106.0,1.062479,0.000,,15.3,1170.47,18.9169,47.7970,-32.6,7.1024,1,0,0.758,1.773,-2.36,-0.18,-1.25,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2189.01,,2189.01,Hot,Neptunian,gas,metals-rich,non-habitable,,7.63,,3.38,0.20,0.67,1.50,        10.48982,        10.48982,        10.48982,458.5,458.5,458.5,,,,1.5,-22.39,6.43,33.36,0.1854,0.00,0.19,90.0,0.0,KOI-2189,,,Cyg,G,0.76,0.80,5009.0,0.360568,0.000,,15.3,661.54,19.8716,40.9490,-29.3,2.2968,1,0,0.470,1.136,-1.85,2.68,-0.37,0.23,,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2191.01,,2191.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,0.90,,1.01,0.87,0.88,0.94,        8.589127,        8.589127,        8.589128,436.1,436.1,436.1,469.1,469.1,469.1,0.8,-19.54,1.92,8.85,0.0652,0.00,0.07,89.4,0.0,KOI-2191,,,Lyr,K,0.47,0.46,3724.0,0.036513,0.000,,14.9,179.98,19.0058,40.8990,-29.1,3.7605,1,0,0.156,0.400,-1.74,-0.17,-0.86,0.34,0.00,0.00,0.00,0.44,0,0,0,0,transit,2012
KOI-2193.01,,2193.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.83,,1.54,1.05,1.62,1.58,        171.0196,        171.0196,        171.0196,921.3,921.3,921.3,961.3,961.3,961.3,4.0,-23.73,2.93,2.36,0.0299,0.00,0.03,90.0,0.0,KOI-2193,,,Lyr,K,0.64,0.65,4478.0,0.152893,0.000,,15.7,518.65,18.9405,44.2458,-32.3,11.6229,2,0,0.313,0.774,-2.23,-0.15,-0.72,0.30,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2193.02,,2193.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.22,,1.32,0.97,1.28,1.30,        80.42947,        80.42948,        80.42949,763.0,763.0,763.0,800.2,800.2,800.2,2.1,-22.57,2.51,4.16,0.0436,0.00,0.04,89.4,0.0,KOI-2193,,,Lyr,K,0.64,0.65,4478.0,0.152893,0.000,,15.7,518.65,18.9405,44.2458,-31.5,7.9635,2,0,0.313,0.774,-2.17,-0.16,-0.82,0.30,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2194.01,Kepler-371 b,2194.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.39,,1.69,1.12,1.89,1.79,        23.31911,        23.31911,        23.31912,559.9,559.9,559.9,601.5,601.5,601.5,6.0,-21.75,3.21,34.76,0.2085,0.00,0.21,89.4,0.0,KOI-2194,,,Cyg,F,1.00,0.92,6038.0,1.013734,0.000,,13.9,587.15,19.4884,38.6576,-30.2,2.3568,3,1,0.744,1.741,-2.07,-0.15,-0.27,0.32,0.00,0.00,0.00,0.33,0,0,0,1,transit,2012
KOI-2194.02,Kepler-371 c,2194.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.83,,1.54,1.05,1.62,1.58,        9.538693,        9.538695,        9.538697,447.7,447.7,447.7,487.7,487.7,487.7,4.0,-20.58,2.93,67.97,0.3260,0.00,0.33,90.0,0.0,KOI-2194,,,Cyg,F,1.00,0.92,6038.0,1.013734,0.000,,13.9,587.15,19.4884,38.6576,-29.2,1.5072,3,1,0.744,1.741,-1.84,-0.15,-0.29,0.35,0.00,0.00,0.00,0.41,0,0,0,1,transit,2012
KOI-2194.03,,2194.03,Warm,Terran,rocky-iron,metals-rich,mesoplanet,,2.94,,1.43,1.01,1.44,1.43,       0.7782596,       0.7782597,       0.7782598,239.3,239.3,239.3,277.9,277.9,277.9,3.0,-17.68,2.72,445.23,1.1413,0.00,1.14,90.0,0.0,KOI-2194,,,Cyg,F,1.00,0.92,6038.0,1.013734,0.000,,13.9,587.15,19.4884,38.6576,-26.5,0.4305,3,1,0.744,1.741,-0.20,-0.16,0.06,0.79,0.24,0.00,0.00,0.85,0,1,0,0,transit,2012
KOI-2195.01,Kepler-372 c,2195.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,25.45,,2.47,1.69,4.17,3.21,        93.11097,        93.11098,        93.11099,791.4,791.4,791.4,841.5,841.5,841.5,43.0,-24.09,4.70,20.05,0.1528,0.00,0.15,84.8,0.0,KOI-2195,,,Cyg,F,1.18,1.16,6517.0,2.173940,0.000,,14.9,1369.75,19.4171,49.2589,-31.7,4.0430,3,0,1.058,2.456,-2.30,-0.11,0.48,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2012
KOI-2195.02,Kepler-372 d,2195.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,24.05,,2.44,1.66,4.04,3.14,        54.23997,        54.23997,        54.23999,691.4,691.4,691.4,741.2,741.2,741.2,39.8,-23.48,4.64,30.09,0.2002,0.00,0.20,84.2,0.0,KOI-2195,,,Cyg,F,1.18,1.16,6517.0,2.173940,0.000,,14.9,1369.75,19.4171,49.2589,-31.1,3.0855,3,0,1.058,2.456,-2.23,-0.11,0.58,0.30,0.00,0.00,0.00,0.26,0,0,0,1,transit,2012
KOI-2195.03,Kepler-372 b,2195.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.94,,1.43,1.01,1.44,1.43,        389.5887,        389.5887,        389.5888,1131.9,1131.9,1131.9,1170.5,1170.5,1170.5,3.0,-24.46,2.72,6.85,0.0747,0.00,0.07,89.4,0.0,KOI-2195,,,Cyg,F,1.18,1.16,6517.0,2.173940,0.000,,14.9,1369.75,19.4171,49.2589,-33.2,8.2756,3,0,1.058,2.456,-2.41,-0.16,-0.91,0.28,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2198.01,,2198.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.14,,2.23,1.46,3.25,2.69,        218.1499,        218.1499,        218.1499,979.1,979.1,979.1,1026.6,1026.6,1026.6,23.5,-24.80,4.24,23.92,0.1847,0.00,0.18,90.0,0.0,KOI-2198,,,Cyg,F,1.47,1.78,7143.0,7.441985,0.000,,12.8,962.24,19.1420,48.6654,-32.6,5.1520,1,0,1.896,4.371,-2.38,-0.12,-0.07,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2012
KOI-2199.01,,2199.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,11.38,,2.05,1.32,2.71,2.36,        67.06042,        67.06043,        67.06044,729.1,729.1,729.1,774.7,774.7,774.7,15.0,-23.33,3.90,9.03,0.0813,0.00,0.08,88.8,0.0,KOI-2199,,,Cyg,G,0.88,0.79,5311.0,0.443249,0.000,,15.9,987.12,19.1690,49.8017,-31.3,5.1670,1,0,0.513,1.227,-2.21,-0.13,-0.04,0.31,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2200.01,,2200.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.04,,1.66,1.10,1.83,1.74,        490.6850,        490.6851,        490.6852,1199.1,1199.1,1199.1,1240.4,1240.4,1240.4,5.6,-25.04,3.16,3.17,0.0394,0.00,0.04,88.8,0.0,KOI-2200,,,Dra,G,0.81,0.89,5725.0,0.761720,0.000,,15.4,1006.62,19.0599,48.3073,-33.5,12.0466,1,0,0.657,1.550,-2.38,-0.15,-0.76,0.29,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2201.01,,2201.01,Hot,Jovian,,,non-habitable,,,,86.38,,,,        7.468904,        7.468904,        7.468906,421.2,421.2,421.2,,,,,-29.10,-,116.52,0.4593,0.00,0.46,87.7,0.0,KOI-2201,,,Lyr,F,0.95,1.14,6063.0,1.575614,0.000,,13.8,712.48,19.0913,37.5525,-28.9,1.3227,1,0,0.926,2.166,-1.75,,,,0.00,0.00,0.00,0.12,0,0,0,0,transit,2012
KOI-2202.01,,2202.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.96,,1.03,0.88,0.90,0.96,        1602.817,        1602.817,        1602.817,1612.0,1612.0,1612.0,1645.3,1645.3,1645.3,0.8,-25.29,1.96,0.81,0.0163,0.00,0.02,88.2,0.0,KOI-2202,,,Lyr,G,0.87,0.78,5285.0,0.425852,0.000,,14.1,426.37,19.1964,39.2306,-34.8,25.7168,1,0,0.504,1.205,-2.39,-0.17,-1.27,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2204.01,,2204.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,13.57,,2.14,1.38,2.96,2.52,        357.1281,        357.1281,        357.1282,1107.5,1107.5,1107.5,1154.1,1154.1,1154.1,18.8,-25.25,4.07,10.86,0.0988,0.00,0.10,90.0,0.0,KOI-2204,,,Cyg,F,1.09,1.50,6455.0,3.486085,0.000,,14.0,1135.72,19.4366,44.5273,-33.1,8.0759,1,0,1.345,3.124,-2.40,-0.13,-0.27,0.29,0.00,0.00,0.00,0.25,0,0,0,0,transit,2012
KOI-2205.01,,2205.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.89,,2.93,0.19,0.57,1.29,        14.81621,        14.81621,        14.81622,499.8,499.8,499.8,,,,1.0,-22.46,5.57,24.09,0.1478,0.00,0.15,89.4,0.0,KOI-2205,,,Lyr,K,0.74,0.77,4973.0,0.323658,0.000,,15.5,690.41,18.7796,46.9464,-29.7,2.7694,1,0,0.446,1.080,-1.94,2.52,-0.61,0.24,,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2206.01,,2206.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.16,,1.67,1.11,1.85,1.76,        1071.022,        1071.022,        1071.022,1457.5,1457.5,1457.5,1498.9,1498.9,1498.9,5.7,-25.90,3.17,1.83,0.0290,0.00,0.03,89.4,0.0,KOI-2206,,,Dra,G,0.96,0.96,5751.0,0.900729,0.000,,15.2,1019.56,19.0645,48.6790,-34.3,17.6746,1,0,0.713,1.682,-2.41,-0.15,-0.84,0.28,0.00,0.00,0.00,0.27,0,0,0,0,transit,2012
KOI-2208.01,,2208.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.53,,0.86,0.83,0.72,0.78,        1167.364,        1167.364,        1167.364,1489.2,1489.2,1489.2,1519.7,1519.7,1519.7,0.4,-24.55,1.63,2.34,0.0342,0.00,0.03,89.4,0.0,KOI-2208,,,Cyg,G,0.97,1.11,5915.0,1.365396,0.000,,12.6,379.70,19.3696,47.7259,-34.4,17.4416,1,0,0.870,2.042,-2.43,-0.18,-1.34,0.26,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2209.01,,2209.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.69,,1.22,0.93,1.14,1.18,        37.13560,        37.13561,        37.13562,628.9,628.9,628.9,664.9,664.9,664.9,1.6,-21.55,2.32,18.30,0.1274,0.00,0.13,86.5,0.0,KOI-2209,,,Cyg,G,0.82,0.80,5692.0,0.602739,0.000,,14.3,555.17,19.5143,44.0823,-30.7,3.3469,2,0,0.586,1.383,-2.15,-0.17,-0.82,0.30,0.00,0.00,0.00,0.33,0,0,0,0,transit,2012
KOI-2209.02,,2209.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.51,,0.85,0.83,0.71,0.77,        15.34341,        15.34342,        15.34342,504.2,504.2,504.2,534.5,534.5,534.5,0.4,-19.80,1.62,35.50,0.1982,0.00,0.20,89.4,0.0,KOI-2209,,,Cyg,G,0.82,0.80,5692.0,0.602739,0.000,,14.3,555.17,19.5143,44.0823,-29.7,2.1511,2,0,0.586,1.383,-1.97,-0.18,-1.06,0.31,0.00,0.00,0.00,0.38,0,0,0,0,transit,2012
KOI-2210.01,,2210.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.24,,1.47,1.02,1.50,1.49,        200.6114,        200.6115,        200.6115,958.8,958.8,958.8,997.9,997.9,997.9,3.3,-23.80,2.79,2.89,0.0347,0.00,0.03,89.4,0.0,KOI-2210,,,Lyr,K,0.67,0.68,4905.0,0.241554,0.000,,15.2,527.26,19.1535,39.2897,-32.5,10.4887,2,1,0.387,0.938,-2.28,-0.16,-0.80,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2210.02,,2210.02,Warm,Neptunian,gas,metals-rich,non-habitable,,6.51,,3.21,0.20,0.63,1.42,       0.6599391,       0.6599392,       0.6599393,229.6,229.6,229.6,,,,1.3,-19.26,6.10,210.63,0.6050,0.00,0.60,90.0,0.0,KOI-2210,,,Lyr,K,0.67,0.68,4905.0,0.241554,0.000,,15.2,527.26,19.1535,39.2897,-26.3,0.6007,2,1,0.387,0.938,-0.21,2.61,0.09,0.28,,0.00,0.00,0.60,0,0,0,0,transit,2012
KOI-2212.01,,2212.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.98,,1.81,1.18,2.13,1.96,        52.42659,        52.42660,        52.42660,685.5,685.5,685.5,728.6,728.6,728.6,8.2,-22.79,3.44,17.15,0.1264,0.00,0.13,90.0,0.0,KOI-2212,,,Cyg,G,0.91,0.85,5978.0,0.837618,0.000,,14.9,873.95,19.3362,47.2580,-31.0,3.6054,1,0,0.679,1.591,-2.21,-0.14,-0.28,0.31,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2213.01,,2213.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.09,,1.45,1.01,1.47,1.46,        198.9252,        198.9252,        198.9252,956.8,956.8,956.8,995.7,995.7,995.7,3.1,-23.76,2.76,3.97,0.0443,0.00,0.04,88.8,0.0,KOI-2213,,,Cyg,G,0.73,0.78,5178.0,0.390389,0.000,,15.4,750.98,19.6872,43.0444,-32.5,9.3695,1,0,0.485,1.165,-2.30,-0.16,-0.82,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2214.01,,2214.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.40,,1.35,0.98,1.32,1.33,        263.4738,        263.4738,        263.4739,1026.4,1026.4,1026.4,1064.1,1064.1,1064.1,2.3,-23.91,2.57,2.35,0.0324,0.00,0.03,90.0,0.0,KOI-2214,,,Lyr,K,0.82,0.76,4816.0,0.276584,0.000,,15.8,761.04,19.1144,47.4256,-32.8,12.4758,1,0,0.415,1.012,-2.28,-0.16,-0.92,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2012
KOI-2215.01,,2215.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.96,,1.03,0.88,0.90,0.96,        79.04354,        79.04356,        79.04357,759.6,759.6,759.6,792.9,792.9,792.9,0.8,-22.01,1.96,22.04,0.1515,0.00,0.15,88.2,0.0,KOI-2215,,,Cyg,G,0.95,1.26,5974.0,1.814227,0.000,,13.0,528.16,19.7503,42.5302,-31.5,4.4333,1,0,0.999,2.342,-2.26,-0.17,-1.05,0.29,0.00,0.00,0.00,0.31,0,0,0,0,transit,2012
KOI-2216.01,,2216.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.67,,2.36,1.57,3.71,2.96,        31.02129,        31.02129,        31.02129,601.3,601.3,601.3,650.2,650.2,650.2,32.5,-22.79,4.49,23.34,0.1467,0.00,0.15,90.0,0.0,KOI-2216,,,Lyr,G,0.77,0.89,5530.0,0.667606,0.000,,15.2,890.73,19.1528,39.3832,-30.5,3.2408,1,0,0.622,1.476,-2.11,-0.12,0.60,0.31,0.00,0.00,0.00,0.28,0,0,0,0,transit,2012
KOI-2217.01,,2217.01,Hot,Jovian,,,non-habitable,,,,18.24,,,,        10.59773,        10.59773,        10.59773,459.7,459.7,459.7,,,,,-26.08,35.21,37.80,0.2140,0.00,0.21,85.9,0.0,KOI-2217,,,Cyg,G,0.91,0.82,5329.0,0.485334,0.000,,15.2,746.01,19.2428,46.2157,-29.3,2.0396,1,0,0.537,1.281,-1.87,,,,0.00,0.00,0.00,0.14,0,0,0,0,transit,2012
KOI-2218.01,Kepler-373 b,2218.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.60,,1.38,0.99,1.36,1.37,        202.9941,        202.9941,        202.9941,961.6,961.6,961.6,999.7,999.7,999.7,2.6,-23.67,2.62,5.54,0.0592,0.00,0.06,89.4,0.0,KOI-2218,,,Cyg,G,0.90,0.84,5783.0,0.711421,0.000,,14.5,662.27,19.2925,50.5971,-32.5,7.5852,2,0,0.633,1.491,-2.34,-0.16,-0.87,0.29,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2218.02,Kepler-373 c,2218.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.39,,1.15,0.91,1.05,1.10,        46.41790,        46.41790,        46.41791,665.0,665.0,665.0,700.0,700.0,700.0,1.3,-21.67,2.19,16.73,0.1238,0.00,0.12,89.4,0.0,KOI-2218,,,Cyg,G,0.90,0.84,5783.0,0.711421,0.000,,14.5,662.27,19.2925,50.5971,-30.9,3.6251,2,0,0.633,1.491,-2.19,-0.17,-0.91,0.30,0.00,0.00,0.00,0.32,0,0,0,1,transit,2012
KOI-2219.01,,2219.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.47,,1.17,0.92,1.07,1.12,        160.3104,        160.3104,        160.3104,906.5,906.5,906.5,941.8,941.8,941.8,1.3,-23.05,2.22,3.76,0.0437,0.00,0.04,90.0,0.0,KOI-2219,,,Lyr,G,0.79,0.74,5003.0,0.306143,0.000,,14.1,359.19,19.3510,40.5486,-32.3,9.0091,1,0,0.433,1.048,-2.27,-0.17,-1.01,0.29,0.00,0.00,0.00,0.30,0,0,0,0,transit,2012
KOI-2220.01,Kepler-374 c,2220.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.16,,1.09,0.89,0.97,1.03,        535.2291,        535.2292,        535.2293,1225.4,1225.4,1225.4,1259.5,1259.5,1259.5,1.0,-24.22,2.07,3.28,0.0416,0.00,0.04,88.2,0.0,KOI-2220,,,Cyg,G,0.89,0.90,5975.0,0.926246,0.000,,14.7,817.65,19.6092,42.3705,-33.6,11.5490,5,0,0.714,1.673,-2.40,-0.17,-1.16,0.27,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2220.02,Kepler-374 d,2220.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.05,,1.29,0.96,1.23,1.26,        302.8839,        302.8839,        302.8839,1062.8,1062.8,1062.8,1099.7,1099.7,1099.7,2.0,-23.96,2.45,5.03,0.0553,0.00,0.06,85.9,0.0,KOI-2220,,,Cyg,G,0.89,0.90,5975.0,0.926246,0.000,,14.7,817.65,19.6092,42.3705,-33.0,8.6814,5,0,0.714,1.673,-2.37,-0.16,-0.98,0.28,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
KOI-2220.03,Kepler-374 b,2220.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.99,,1.04,0.88,0.91,0.98,        1108.998,        1108.998,        1108.998,1470.2,1470.2,1470.2,1503.6,1503.6,1503.6,0.9,-24.91,1.98,1.90,0.0289,0.00,0.03,88.8,0.0,KOI-2220,,,Cyg,G,0.89,0.90,5975.0,0.926246,0.000,,14.7,817.65,19.6092,42.3705,-34.4,16.6546,5,0,0.714,1.673,-2.43,-0.17,-1.24,0.27,0.00,0.00,0.00,0.29,0,0,0,1,transit,2012
